Well,Sample description 1,Sample description 2,Sample description 3,Sample description 4,Target,Conc(copies/µL),pg/µL,Status,Status Reason,Experiment,SampleType,TargetType,Supermix,DyeName(s),Copies/20µLWell,TotalConfMax,TotalConfMin,PoissonConfMax,PoissonConfMin,Accepted Droplets,Positives,Negatives,Copies/uL linked molecules,CNV,TotalCNVMax,TotalCNVMin,PoissonCNVMax,PoissonCNVMin,ReferenceCopies,UnknownCopies,Threshold1,Threshold2,Threshold3,ThresholdSigmaAbove,ThresholdSigmaBelow,ReferenceUsed,Ratio,TotalRatioMax,TotalRatioMin,PoissonRatioMax,PoissonRatioMin,Fractional Abundance,TotalFractionalAbundanceMax,TotalFractionalAbundanceMin,PoissonFractionalAbundanceMax,PoissonFractionalAbundanceMin,MeanAmplitudeOfPositives,MeanAmplitudeOfNegatives,MeanAmplitudeTotal,ExperimentComments,MergedWells,TotalConfidenceMax68,TotalConfidenceMin68,PoissonConfidenceMax68,PoissonConfidenceMin68,TotalCNVMax68,TotalCNVMin68,PoissonCNVMax68,PoissonCNVMin68,TotalRatioMax68,TotalRatioMin68,PoissonRatioMax68,PoissonRatioMin68,TotalFractionalAbundanceMax68,TotalFractionalAbundanceMin68,PoissonFractionalAbundanceMax68,PoissonFractionalAbundanceMin68,TiltCorrected,Ch1+Ch2+,Ch1+Ch2-,Ch1-Ch2+,Ch1-Ch2-,Ch3+Ch4+,Ch3+Ch4-,Ch3-Ch4+,Ch3-Ch4-,Ch5+Ch6+,Ch5+Ch6-,Ch5-Ch6+,Ch5-Ch6-
D05,C3_MOI_1pg,,,,1,0.229275301098824,,OK,,DQ,Unknown,Unknown,,FAM,4.58550596237183,,,0.540640711784363,0.0691794157028198,21947,4,21943,0,0.799890637397766,,,1.76522337766512,0,2,,562.28466796875,,,,,2,0.399945315039232,,,0.882611688832559,0,28.5686384134243,,,53.1963977278274,3.94087909902124,1513.3423614502,474.759655939459,474.948945173616,,,,,0.366229891777039,0.131656229496002,,,1.28172849810216,0.318052762054772,,,0.640864249051079,0.159026381027386,,,40.8613810681403,16.2758957587084,No,0,4,10,21933,0,0,0,0,0,0,0,0
D05,C3_MOI_1pg,,,,2,0.573266625404358,,OK,,DQ,Unknown,Unknown,,HEX,11.46533203125,,,1.00992715358734,0.285396814346313,21947,10,21937,0,,,,,,,,1534.79174804688,,,,,,,,,,,,,,,,4108.97824707031,1381.55884825188,1382.80157819166,,,,,0.77483195066452,0.410145699977875,,,,,,,,,,,,,No,0,4,10,21933,0,0,0,0,0,0,0,0
D06,D3_MOI_1pg,,,,1,4392.900390625,,OK,,DQ,Unknown,Unknown,,FAM,87858.0078125,,,4493.62255859375,4299.6484375,20671,20042,629,0,,,,,,,,1638.197265625,,,,,,,,,,,,,,,,4517.14129287846,527.84940395143,4395.75071679917,,,,,4443.28125,4344.4599609375,,,,,,,,,,,,,No,0,20042,0,629,0,0,0,0,0,0,0,0
D06,D3_MOI_1pg,,,,2,No Call,,CHECK,Automatic Analysis Unsuccessful,DQ,Unknown,Unknown,,HEX,,,,,,20671,0,20671,0,,,,,,,,,,,,,,,,,,,,,,,,,5742.03486112815,5742.03486112815,,,,,,,,,,,,,,,,,,,No,0,20042,0,629,0,0,0,0,0,0,0,0
D07,E3_MOI_1pg,,,,1,1224.29211425781,,OK,,DQ,Unknown,Unknown,,FAM,24485.841796875,,,1247.51281738281,1201.49230957031,18908,11764,7144,0,,,,,,,,1435.01379394531,,,,,,,,,,,,,,,,4404.81382291263,521.049909679246,2937.41328366261,,,,,1236.0859375,1212.60791015625,,,,,,,,,,,,,No,0,11764,0,7144,0,0,0,0,0,0,0,0
D07,E3_MOI_1pg,,,,2,No Call,,CHECK,Automatic Analysis Unsuccessful,DQ,Unknown,Unknown,,HEX,,,,,,18908,0,18908,0,,,,,,,,,,,,,,,,,,,,,,,,,5782.09166900719,5782.09166900719,,,,,,,,,,,,,,,,,,,No,0,11764,0,7144,0,0,0,0,0,0,0,0
D08,F3_MOI_1pg,,,,1,842.93798828125,,OK,,DQ,Unknown,Unknown,,FAM,16858.759765625,,,859.789306640625,826.309387207031,20706,10112,10594,0,0.211824893951416,,,0.223455553932913,0.200194238538231,2,,1330.48913574219,,,,,2,0.105912448117786,,,0.111727776966456,0.100097119269116,9.57692883356583,,,10.052409415446,9.10144825168569,4434.2516980473,521.384222562479,2432.27555416214,,,,,851.507446289063,834.426574707031,,,0.217719385041353,0.205930407429791,,,0.108859692520677,0.102965203714895,,,9.81790531487863,9.33595235225303,No,10091,21,10578,16,0,0,0,0,0,0,0,0
D08,F3_MOI_1pg,,,,2,7958.81884765625,,OK,,DQ,Unknown,Unknown,,HEX,159176.375,,,8388.140625,7573.32080078125,20706,20669,37,0,,,,,,,,1609.67163085938,,,,,,,,,,,,,,,,5823.54010996356,1420.01886811128,5815.67136245325,,,,,8170.7060546875,7758.166015625,,,,,,,,,,,,,No,10091,21,10578,16,0,0,0,0,0,0,0,0
D09,G3_MOI_1pg,,,,1,3.12071490287781,,OK,,DQ,Unknown,Unknown,,FAM,62.4142990112305,,,4.06052541732788,2.33883047103882,20582,51,20531,3.12071486191928,0.000698966847267002,,,0.000897502609488529,0.000500431058707277,2,,1162.62365722656,,,,,2,0.000349483417048951,,,0.000448751304744265,0.000250215529353638,0.0349361321060682,,,0.0448559860151204,0.0250162781970161,4384.69871610754,526.641524827833,536.201378911754,,,,,3.57717156410217,2.70496797561646,,,0.000799526849129889,0.000598406819065917,,,0.000399763424564945,0.000299203409532958,,,0.039960620293382,0.0299116439187544,No,51,0,20514,17,0,0,0,0,0,0,0,0
D09,G3_MOI_1pg,,,,2,8929.5078125,,OK,,DQ,Unknown,Unknown,,HEX,178590.15625,,,9582.3330078125,8372.8134765625,20582,20565,17,3.12071486191928,,,,,,,,1579.66369628906,,,,,,,,,,,,,,,,5938.93182436857,1454.91037884881,5935.22818212905,,,,,9247.2666015625,8636.3955078125,,,,,,,,,,,,,No,51,0,20514,17,0,0,0,0,0,0,0,0
E01,Positive_Control,,,,1,No Call,,CHECK,Automatic Analysis Unsuccessful,DQ,PosCtrl,Unknown,ddPCR Supermix for Probes (No dUTP),FAM,,,,,,22093,0,22093,0,,,,,,,,,,,,,,,,,,,,,,,,,4726.23818583923,4726.23818583923,,,,,,,,,,,,,,,,,,,No,0,0,0,22093,0,0,0,0,0,0,0,0
E01,Positive_Control,,,,2,No Call,,CHECK,Automatic Analysis Unsuccessful,DQ,PosCtrl,Unknown,ddPCR Supermix for Probes (No dUTP),HEX,,,,,,22093,0,22093,0,,,,,,,,,,,,,,,,,,,,,,,,,5759.50266842952,5759.50266842952,,,,,,,,,,,,,,,,,,,No,0,0,0,22093,0,0,0,0,0,0,0,0
E02,NTC,,,,1,2.01589417457581,,OK,,DQ,NTC,Unknown,,FAM,40.3178825378418,,,2.75076270103455,1.42546248435974,22481,36,22445,0,,,,,,,,552.459899902344,,,,,,,,,,,,,,,,665.464465671115,475.915414301583,476.21894910205,,,,,2.36996102333069,1.69907283782959,,,,,,,,,,,,,No,0,36,0,22445,0,0,0,0,0,0,0,0
E02,NTC,,,,2,No Call,,CHECK,Automatic Analysis Unsuccessful,DQ,NTC,Unknown,,HEX,,,,,,22481,0,22481,0,,,,,,,,,,,,,,,,,,,,,,,,,1393.97512767835,1393.97512767835,,,,,,,,,,,,,,,,,,,No,0,36,0,22445,0,0,0,0,0,0,0,0
E03,A1_MOI_1pg,,,,1,7947.37255859375,,OK,,DQ,Unknown,Unknown,,FAM,158947.453125,,,8370.6484375,7566.748046875,21073,21035,38,0,2.49463534355164,,,2.64634717601232,2.34292370623929,2,,596.886108398438,,,,,2,1.2473177205629,,,1.32317358800616,1.17146185311964,55.5025090199741,,,57.0044754515355,54.0005425884128,4586.98529881141,518.450718126799,4579.64869206031,,,,,8156.4033203125,7749.2900390625,,,2.57147165075249,2.41779923149911,,,1.28573582537625,1.20889961574956,,,56.2631977542637,54.7418202856845,No,20902,133,38,0,0,0,0,0,0,0,0,0
E03,A1_MOI_1pg,,,,2,6371.5703125,,OK,,DQ,Unknown,Unknown,,HEX,127431.40625,,,6605.06298828125,6174.70947265625,21073,20940,133,0,,,,,,,,1828.39184570313,,,,,,,,,,,,,,,,5641.77573743527,1391.8284352238,5614.95264669384,,,,,6485.28515625,6267.28955078125,,,,,,,,,,,,,No,20902,133,38,0,0,0,0,0,0,0,0,0
E04,B1_MOI_1pg,,,,1,943.482849121094,,OK,,DQ,Unknown,Unknown,,FAM,18869.65625,,,961.228881835938,925.983764648438,21868,11539,10329,106.381458697318,0.281983375549316,,,0.293410319277457,0.270556432637156,2,,1353.974609375,,,,,2,0.140991687978653,,,0.146705159638729,0.135278216318578,12.356942602135,,,12.7958118155752,11.9180733886947,4376.75899700202,519.334315503575,2554.7661519683,,,,,952.505676269531,934.524353027344,,,0.287772355126952,0.276194396787661,,,0.143886177563476,0.13809719839383,,,12.5792771901017,12.1346080141683,No,11487,52,10274,55,0,0,0,0,0,0,0,0
E04,B1_MOI_1pg,,,,2,6691.76220703125,,OK,,DQ,Unknown,Unknown,,HEX,133835.25,,,6955.29296875,6473.99267578125,21868,21761,107,106.381458697318,,,,,,,,1556.21520996094,,,,,,,,,,,,,,,,5711.00374491816,1399.92452974409,5689.9096587638,,,,,6819.32080078125,6575.9560546875,,,,,,,,,,,,,No,11487,52,10274,55,0,0,0,0,0,0,0,0
E05,C1_MOI_1pg,,,,1,208.01741027832,,OK,,DQ,Unknown,Unknown,,FAM,4160.34814453125,,,214.966812133789,201.106201171875,22759,3469,19290,0,0.0550570376217365,,,0.0580846094143941,0.0520294655068931,2,,1266.34509277344,,,,,2,0.0275285187303218,,,0.0290423047071971,0.0260147327534466,2.67910021264789,,,2.8224762948388,2.53572413045699,4325.4053301972,514.24578730819,1095.15498605515,,,,,211.558227539063,204.486526489258,,,0.0565949544147652,0.0535191205065221,,,0.0282974772073826,0.0267595602532611,,,2.75193101930924,2.60626940598655,No,3460,9,19243,47,0,0,0,0,0,0,0,0
E05,C1_MOI_1pg,,,,2,7556.43310546875,,OK,,DQ,Unknown,Unknown,,HEX,151128.65625,,,7901.458984375,7240.29638671875,22759,22703,56,0,,,,,,,,1523.69897460938,,,,,,,,,,,,,,,,5741.83957437051,1408.17413112095,5731.1763086373,,,,,7727.63525390625,7392.642578125,,,,,,,,,,,,,No,3460,9,19243,47,0,0,0,0,0,0,0,0
E06,D1_MOI_1pg,,,,1,5706.33251953125,,OK,,DQ,Unknown,Unknown,,FAM,114126.6484375,,,5903.83056640625,5535.6767578125,16806,16626,180,0,,,,,,,,1856.40087890625,,,,,,,,,,,,,,,,4423.01205349255,550.123020426432,4381.53162829013,,,,,5803.22216796875,5616.375,,,,,,,,,,,,,No,0,16626,0,180,0,0,0,0,0,0,0,0
E06,D1_MOI_1pg,,,,2,No Call,,CHECK,Automatic Analysis Unsuccessful,DQ,Unknown,Unknown,,HEX,,,,,,16806,0,16806,0,,,,,,,,,,,,,,,,,,,,,,,,,5573.94695847355,5573.94695847355,,,,,,,,,,,,,,,,,,,No,0,16626,0,180,0,0,0,0,0,0,0,0
E07,E1_MOI_1pg,,,,1,10.6164140701294,,OK,,DQ,Unknown,Unknown,,FAM,212.328277587891,,,12.1640300750732,9.07070064544678,21536,181,21355,10.6164140729337,0.00181812699884176,,,0.00221739740503921,0.00141885670536119,2,,677.18603515625,,,,,2,0.000909063527600099,,,0.0011086987025196,0.000709428352680595,0.090823788166749,,,0.110751058880851,0.070896517452647,4322.22420168713,518.029885717779,550.002358377068,,,,,11.4057760238647,9.82754802703857,,,0.00201687269560992,0.00161938141479047,,,0.00100843634780496,0.000809690707395236,,,0.100743027552516,0.0809045487809817,No,181,0,21353,2,0,0,0,0,0,0,0,0
E07,E1_MOI_1pg,,,,2,11678.4072265625,,OK,,DQ,Unknown,Unknown,,HEX,233568.140625,,,14052.2060546875,10214.1455078125,21536,21534,2,10.6164140729337,,,,,,,,1426.81616210938,,,,,,,,,,,,,,,,5846.56849434166,1375.99108886719,5846.15332184858,,,,,12728.3583984375,10856.236328125,,,,,,,,,,,,,No,181,0,21353,2,0,0,0,0,0,0,0,0
E08,F1_MOI_1pg,,,,1,No Call,,CHECK,Automatic Analysis Unsuccessful,DQ,Unknown,Unknown,,FAM,,,,,,21404,0,21404,0,,,,,,,,,,,,,,,,,,,,,,,,,4665.38806364501,4665.38806364501,,,,,,,,,,,,,,,,,,,No,0,0,21290,114,0,0,0,0,0,0,0,0
E08,F1_MOI_1pg,,,,2,6585.07470703125,,OK,,DQ,Unknown,Unknown,,HEX,131701.5,,,6839.43408203125,6373.60009765625,21404,21290,114,0,,,,,,,,1577.66491699219,,,,,,,,,,,,,,,,5640.56043471824,1384.95033665707,5617.89459883808,,,,,6708.42578125,6472.74755859375,,,,,,,,,,,,,No,0,0,21290,114,0,0,0,0,0,0,0,0
E09,G1_MOI_1pg,,,,1,8.77648544311523,,OK,,DQ,Unknown,Unknown,,FAM,175.529708862305,,,10.1725225448608,7.38199710845947,21861,152,21709,0,,,,,,,,1223.61767578125,,,,,,,,,,,,,,,,4366.91163876182,518.245647239413,545.005504094607,,,,,9.48855590820313,8.06481838226318,,,,,,,,,,,,,No,0,152,0,21709,0,0,0,0,0,0,0,0
E09,G1_MOI_1pg,,,,2,No Call,,CHECK,Automatic Analysis Unsuccessful,DQ,Unknown,Unknown,,HEX,,,,,,21861,0,21861,0,,,,,,,,,,,,,,,,,,,,,,,,,5854.41832045388,5854.41832045388,,,,,,,,,,,,,,,,,,,No,0,152,0,21709,0,0,0,0,0,0,0,0
F01,Positive_Control,,,,1,No Call,,CHECK,Automatic Analysis Unsuccessful,DQ,PosCtrl,Unknown,ddPCR Supermix for Probes (No dUTP),FAM,,,,,,21169,0,21169,0,,,,,,,,,,,,,,,,,,,,,,,,,4705.8843410286,4705.8843410286,,,,,,,,,,,,,,,,,,,No,0,0,0,21169,0,0,0,0,0,0,0,0
F01,Positive_Control,,,,2,No Call,,CHECK,Automatic Analysis Unsuccessful,DQ,PosCtrl,Unknown,ddPCR Supermix for Probes (No dUTP),HEX,,,,,,21169,0,21169,0,,,,,,,,,,,,,,,,,,,,,,,,,5733.32345729974,5733.32345729974,,,,,,,,,,,,,,,,,,,No,0,0,0,21169,0,0,0,0,0,0,0,0
F02,NTC,,,,1,1.51311218738556,,OK,,DQ,NTC,Unknown,,FAM,30.262243270874,,,2.17450618743896,1.00188398361206,21627,26,21601,0,,,,,,,,555.270629882813,,,,,,,,,,,,,,,,709.256969745343,476.420897938787,476.700813686092,,,,,1.82905828952789,1.23590195178986,,,,,,,,,,,,,No,0,26,0,21601,0,0,0,0,0,0,0,0
F02,NTC,,,,2,No Call,,CHECK,Automatic Analysis Unsuccessful,DQ,NTC,Unknown,,HEX,,,,,,21627,0,21627,0,,,,,,,,,,,,,,,,,,,,,,,,,1397.17873351489,1397.17873351489,,,,,,,,,,,,,,,,,,,No,0,26,0,21601,0,0,0,0,0,0,0,0
F03,A2_MOI_1pg,,,,1,No Call,,CHECK,Automatic Analysis Unsuccessful,DQ,Unknown,Unknown,,FAM,,,,,,21606,0,21606,0,,,,,,,,,,,,,,,,,,,,,,,,,4584.70236803525,4584.70236803525,,,,,,,,,,,,,,,,,,,No,0,0,21439,167,0,0,0,0,0,0,0,0
F03,A2_MOI_1pg,,,,2,6116.64453125,,OK,,DQ,Unknown,Unknown,,HEX,122332.890625,,,6322.67333984375,5939.66064453125,21606,21439,167,0,,,,,,,,1633.97192382813,,,,,,,,,,,,,,,,5515.98110914228,1352.78947476141,5483.80240864512,,,,,6217.544921875,6023.24072265625,,,,,,,,,,,,,No,0,0,21439,167,0,0,0,0,0,0,0,0
F04,B2_MOI_1pg,,,,1,1898.45788574219,,OK,,DQ,Unknown,Unknown,,FAM,37969.15625,,,1929.71044921875,1867.96276855469,22477,17508,4969,35.3733292799677,0.93286257982254,,,0.956906367704771,0.908818768898565,2,,1450.43786621094,,,,,2,0.466431284150834,,,0.478453183852385,0.454409384449283,31.807237692759,,,32.3662864239814,31.2481889615366,4439.11794285364,518.418130685396,3572.36715908961,,,,,1914.30590820313,1882.80676269531,,,0.945121416465399,0.920603720137936,,,0.4725607082327,0.460301860068968,,,32.0922714096556,31.5222039758624,No,16825,683,4768,201,0,0,0,0,0,0,0,0
F04,B2_MOI_1pg,,,,2,4070.17700195313,,OK,,DQ,Unknown,Unknown,,HEX,81403.5390625,,,4154.1953125,3991.42114257813,22477,21593,884,35.3733292799677,,,,,,,,2120.75952148438,,,,,,,,,,,,,,,,5627.78517698607,1382.83253444482,5460.83504413887,,,,,4112.341796875,4029.3798828125,,,,,,,,,,,,,No,16825,683,4768,201,0,0,0,0,0,0,0,0
F05,C2_MOI_1pg,,,,1,7388.564453125,,OK,,DQ,Unknown,Unknown,,FAM,147771.28125,,,7736.87109375,7069.6787109375,19560,19505,55,0,1.88156080245972,,,2.00997572792754,1.75314585316854,2,,1273.84399414063,,,,,2,0.940780395274021,,,1.00498786396377,0.876572926584269,48.4743352501348,,,50.1789755660622,46.7696949342074,4558.87750966048,534.394008567116,4547.56122169729,,,,,7561.34716796875,7223.32763671875,,,1.9466046581283,1.81651692296779,,,0.973302329064148,0.908258461483893,,,49.3377581606135,47.6109123396562,No,19467,38,55,0,0,0,0,0,0,0,0,0
F05,C2_MOI_1pg,,,,2,7853.65478515625,,OK,,DQ,Unknown,Unknown,,HEX,157073.09375,,,8276.9306640625,7473.0302734375,19560,19522,38,0,,,,,,,,1605.62634277344,,,,,,,,,,,,,,,,5638.01435529867,1387.90226665296,5629.75749132277,,,,,8062.68505859375,7655.57177734375,,,,,,,,,,,,,No,19467,38,55,0,0,0,0,0,0,0,0,0
F06,D2_MOI_1pg,,,,1,90.6387252807617,,OK,,DQ,Unknown,Unknown,,FAM,1812.77453613281,,,95.349723815918,85.9453125,20540,1428,19112,0,,,,,,,,1251.08984375,,,,,,,,,,,,,,,,4268.75434708796,524.370941869481,784.691268191389,,,,,93.0401000976563,88.2419509887695,,,,,,,,,,,,,No,0,1428,0,19112,0,0,0,0,0,0,0,0
F06,D2_MOI_1pg,,,,2,No Call,,CHECK,Automatic Analysis Unsuccessful,DQ,Unknown,Unknown,,HEX,,,,,,20540,0,20540,0,,,,,,,,,,,,,,,,,,,,,,,,,5804.1555843305,5804.1555843305,,,,,,,,,,,,,,,,,,,No,0,1428,0,19112,0,0,0,0,0,0,0,0
F07,E2_MOI_1pg,,,,1,15.1005611419678,,OK,,DQ,Unknown,Unknown,,FAM,302.01123046875,,,16.9374465942383,13.2663536071777,21788,260,21528,15.1005611402316,0.00371511769481003,,,0.004206743355954,0.00322349202121198,2,,1016.79693603516,,,,,2,0.00185755884429149,,,0.002103371677977,0.00161174601060599,0.185411471710041,,,0.209901686544169,0.160921256875913,4372.45231276292,520.549736857902,566.515161391374,,,,,16.0374126434326,14.1644058227539,,,0.00396564373999537,0.0034645916371706,,,0.00198282186999768,0.0017322958185853,,,0.197891366938955,0.172931576481127,No,260,0,21494,34,0,0,0,0,0,0,0,0
F07,E2_MOI_1pg,,,,2,8129.25048828125,,OK,,DQ,Unknown,Unknown,,HEX,162585.015625,,,8578.3203125,7727.8994140625,21788,21754,34,15.1005611402316,,,,,,,,1534.5400390625,,,,,,,,,,,,,,,,5851.0634882791,1425.93281465418,5844.15810720221,,,,,8350.6337890625,7920.11572265625,,,,,,,,,,,,,No,260,0,21494,34,0,0,0,0,0,0,0,0
F08,F2_MOI_1pg,,,,1,1161.31433105469,,OK,,DQ,Unknown,Unknown,,FAM,23226.287109375,,,1182.56127929688,1140.42041015625,20779,12525,8254,0,0.208806037902832,,,0.237544842019674,0.180067231017655,2,,1377.79064941406,,,,,2,0.104403018259332,,,0.118772421009837,0.0900336155088273,9.45334416270279,,,10.6314479381598,8.27524038724576,4345.10125369378,513.86398255903,2823.22664779618,,,,,1172.10974121094,1150.61083984375,,,0.223013795797249,0.194598277240079,,,0.111506897898625,0.0972991386200394,,,10.0357697212841,8.87091860412145,No,12523,2,8253,1,0,0,0,0,0,0,0,0
F08,F2_MOI_1pg,,,,2,11123.37890625,,OK,,DQ,Unknown,Unknown,,HEX,222467.578125,,,12932.5478515625,9897.359375,20779,20776,3,0,,,,,,,,1429.46997070313,,,,,,,,,,,,,,,,5711.6221946449,1372.27823893229,5710.99569520473,,,,,11946.734375,10447.0732421875,,,,,,,,,,,,,No,12523,2,8253,1,0,0,0,0,0,0,0,0
F09,G2_MOI_1pg,,,,1,16.2940063476563,,OK,,DQ,Unknown,Unknown,,FAM,325.880126953125,,,18.2427177429199,14.3483114242554,20901,269,20632,0,,,,,,,,1208.01379394531,,,,,,,,,,,,,,,,4413.34442479017,523.759452503289,573.819179671614,,,,,17.2878704071045,15.300929069519,,,,,,,,,,,,,No,0,269,0,20632,0,0,0,0,0,0,0,0
F09,G2_MOI_1pg,,,,2,No Call,,CHECK,Automatic Analysis Unsuccessful,DQ,Unknown,Unknown,,HEX,,,,,,20901,0,20901,0,,,,,,,,,,,,,,,,,,,,,,,,,5950.50393003213,5950.50393003213,,,,,,,,,,,,,,,,,,,No,0,269,0,20632,0,0,0,0,0,0,0,0
G01,Positive_Control,,,,1,No Call,,CHECK,Automatic Analysis Unsuccessful,DQ,PosCtrl,Unknown,ddPCR Supermix for Probes (No dUTP),FAM,,,,,,22345,0,22345,0,,,,,,,,,,,,,,,,,,,,,,,,,4582.44224703557,4582.44224703557,,,,,,,,,,,,,,,,,,,No,0,0,0,22345,0,0,0,0,0,0,0,0
G01,Positive_Control,,,,2,No Call,,CHECK,Automatic Analysis Unsuccessful,DQ,PosCtrl,Unknown,ddPCR Supermix for Probes (No dUTP),HEX,,,,,,22345,0,22345,0,,,,,,,,,,,,,,,,,,,,,,,,,5569.80582740563,5569.80582740563,,,,,,,,,,,,,,,,,,,No,0,0,0,22345,0,0,0,0,0,0,0,0
G02,NTC,,,,1,No Call,,CHECK,Automatic Analysis Unsuccessful,DQ,NTC,Unknown,,FAM,,,,,,22501,0,22501,0,,,,,,,,,,,,,,,,,,,,,,,,,474.772724863487,474.772724863487,,,,,,,,,,,,,,,,,,,No,0,0,0,22501,0,0,0,0,0,0,0,0
G02,NTC,,,,2,No Call,,CHECK,Automatic Analysis Unsuccessful,DQ,NTC,Unknown,,HEX,,,,,,22501,0,22501,0,,,,,,,,,,,,,,,,,,,,,,,,,1389.82973813903,1389.82973813903,,,,,,,,,,,,,,,,,,,No,0,0,0,22501,0,0,0,0,0,0,0,0
G03,A3_MOI_1pg,,,,1,No Call,,CHECK,Automatic Analysis Unsuccessful,DQ,Unknown,Unknown,,FAM,,,,,,21508,0,21508,0,,,,,,,,,,,,,,,,,,,,,,,,,4697.15487353634,4697.15487353634,,,,,,,,,,,,,,,,,,,No,0,0,21305,203,0,0,0,0,0,0,0,0
G03,A3_MOI_1pg,,,,2,5865.37646484375,,OK,,DQ,Unknown,Unknown,,HEX,117307.53125,,,6050.58544921875,5703.97021484375,21508,21305,203,0,,,,,,,,2338.849609375,,,,,,,,,,,,,,,,5640.03480332613,1385.12924600235,5599.87552175013,,,,,5956.462890625,5780.4423828125,,,,,,,,,,,,,No,0,0,21305,203,0,0,0,0,0,0,0,0
G04,B3_MOI_1pg,,,,1,457.461547851563,,OK,,DQ,Unknown,Unknown,,FAM,9149.23046875,,,468.363128662109,446.653656005859,22628,6899,15729,89.9943521788721,0.127396374940872,,,0.133292880879888,0.12149987659506,2,,1304.38037109375,,,,,2,0.0636981893687369,,,0.0666464404399438,0.06074993829753,5.98837057403842,,,6.24894250123657,5.72779864684026,4281.44112516448,512.513882824436,1661.61362848928,,,,,463.011749267578,451.935729980469,,,0.130390330487128,0.12440242698782,,,0.0651951652435638,0.0622012134939099,,,6.12067609322648,5.85606505485035,No,6880,19,15673,56,0,0,0,0,0,0,0,0
G04,B3_MOI_1pg,,,,2,7181.7041015625,,OK,,DQ,Unknown,Unknown,,HEX,143634.078125,,,7477.87109375,6907.0732421875,22628,22553,75,89.9943521788721,,,,,,,,1511.57470703125,,,,,,,,,,,,,,,,5650.46430266345,1390.21420898438,5636.34379899428,,,,,7329.13623046875,7039.81201171875,,,,,,,,,,,,,No,6880,19,15673,56,0,0,0,0,0,0,0,0
G05,C3_MOI_1pg,,,,1,No Call,,CHECK,Automatic Analysis Unsuccessful,DQ,Unknown,Unknown,,FAM,,,,,,20351,0,20351,0,,,,,,,,,,,,,,,,,,,,,,,,,472.388590058919,472.388590058919,,,,,,,,,,,,,,,,,,,No,0,0,8,20343,0,0,0,0,0,0,0,0
G05,C3_MOI_1pg,,,,2,0.494563966989517,,OK,,DQ,Unknown,Unknown,,HEX,9.89127922058105,,,0.926168084144592,0.223889738321304,20351,8,20343,0,,,,,,,,1540.96337890625,,,,,,,,,,,,,,,,3093.77307128906,1392.22106744575,1392.88994936952,,,,,0.691763758659363,0.339002668857574,,,,,,,,,,,,,No,0,0,8,20343,0,0,0,0,0,0,0,0
G06,D3_MOI_1pg,,,,1,4245.02001953125,,OK,,DQ,Unknown,Unknown,,FAM,84900.3984375,,,4339.05908203125,4157.525390625,20891,20176,715,0,,,,,,,,1659.65783691406,,,,,,,,,,,,,,,,4509.56457199472,530.256935087617,4373.37171572223,,,,,4292.12060546875,4199.6201171875,,,,,,,,,,,,,No,0,20176,0,715,0,0,0,0,0,0,0,0
G06,D3_MOI_1pg,,,,2,No Call,,CHECK,Automatic Analysis Unsuccessful,DQ,Unknown,Unknown,,HEX,,,,,,20891,0,20891,0,,,,,,,,,,,,,,,,,,,,,,,,,5749.34472684297,5749.34472684297,,,,,,,,,,,,,,,,,,,No,0,20176,0,715,0,0,0,0,0,0,0,0
G07,E3_MOI_1pg,,,,1,1444.41577148438,,OK,,DQ,Unknown,Unknown,,FAM,28888.31640625,,,1469.08618164063,1420.2197265625,21925,14971,6954,0,,,,,,,,1434.99438476563,,,,,,,,,,,,,,,,4439.8176402601,521.772224252924,3197.12264263575,,,,,1456.94226074219,1432.0126953125,,,,,,,,,,,,,No,0,14971,0,6954,0,0,0,0,0,0,0,0
G07,E3_MOI_1pg,,,,2,No Call,,CHECK,Automatic Analysis Unsuccessful,DQ,Unknown,Unknown,,HEX,,,,,,21925,0,21925,0,,,,,,,,,,,,,,,,,,,,,,,,,5855.40850039196,5855.40850039196,,,,,,,,,,,,,,,,,,,No,0,14971,0,6954,0,0,0,0,0,0,0,0
G08,F3_MOI_1pg,,,,1,879.516662597656,,OK,,DQ,Unknown,Unknown,,FAM,17590.333984375,,,896.294738769531,862.959411621094,22148,11141,11007,7.63343947395866,0.215835899114609,,,0.227816761307948,0.203855048074421,2,,1313.65173339844,,,,,2,0.107917952345592,,,0.113908380653974,0.101927524037211,9.74060869012163,,,10.2286343707736,9.25258300946966,4302.86596021181,504.163347755973,2415.00612386986,,,,,888.049011230469,871.041870117188,,,0.221906634942128,0.209765174440242,,,0.110953317471064,0.104882587220121,,,9.98789253279993,9.49332484744333,No,11124,17,10990,17,0,0,0,0,0,0,0,0
G08,F3_MOI_1pg,,,,2,8149.8642578125,,OK,,DQ,Unknown,Unknown,,HEX,162997.28125,,,8598.9345703125,7748.51318359375,22148,22114,34,7.63343947395866,,,,,,,,1505.50634765625,,,,,,,,,,,,,,,,5642.58262065851,1394.90699678309,5636.06189773943,,,,,8371.248046875,7940.7294921875,,,,,,,,,,,,,No,11124,17,10990,17,0,0,0,0,0,0,0,0
